PUBLICATION DATE,FISCAL YEAR,MONTH,REVENUES/EXPENDITURES,DESCRIPTION,AMOUNT
20210209,2021,July,Revenues,Intra-City Revenue,-2
20210209,2021,July,Revenues,Disallowances,0
20210209,2021,July,Revenues,Other Categorical Grants,2
20210209,2021,July,Revenues,Inter-Fund Revenues,0
20210209,2021,July,Revenues,Federal Categorical Grants,66
20210209,2021,July,Revenues,State Categorical Grants,2
20210209,2021,July,Expenditures,Personal Service,2096
20210209,2021,July,Expenditures,Other Than Personal Service,11307
20210209,2021,July,Expenditures,Debt Service,837
20210209,2021,July,Expenditures,Capital Stabilization Reserve,0
20210209,2021,July,Expenditures,General Reserve,0
20210209,2021,July,Expenditures,Intra-City Expenses,-2
20210209,2021,August,Revenues,General Property Taxes,198
20210209,2021,August,Revenues,Other Taxes,1318
20210209,2021,August,Revenues,Miscellaneous Revenues,488
20210209,2021,August,Revenues,Unrestricted Intgvt.  Aid,0
20210209,2021,August,Revenues,Intra-City Revenue,-2
20210209,2021,August,Revenues,Disallowances,0
20210209,2021,August,Revenues,Other Categorical Grants,113
20210209,2021,August,Revenues,Inter-Fund Revenues,0
20210209,2021,August,Revenues,Federal Categorical Grants,307
20210209,2021,August,Revenues,State Categorical Grants,8
20210209,2021,August,Expenditures,Personal Service,3420
20210209,2021,August,Expenditures,Other Than Personal Service,5507
20210209,2021,August,Expenditures,Debt Service,146
20210209,2021,August,Expenditures,Capital Stabilization Reserve,0
20210209,2021,August,Expenditures,General Reserve,0
20210209,2021,August,Expenditures,Intra-City Expenses,-2
20210209,2021,September,Revenues,General Property Taxes,1422
20210209,2021,September,Revenues,Other Taxes,3341
20210209,2021,September,Revenues,Miscellaneous Revenues,501
20210209,2021,September,Revenues,Unrestricted Intgvt.  Aid,0
20210209,2021,September,Revenues,Intra-City Revenue,-22
20210209,2021,September,Revenues,Disallowances,0
20210209,2021,September,Revenues,Other Categorical Grants,4
20210209,2021,September,Revenues,Inter-Fund Revenues,35
20210209,2021,September,Revenues,Federal Categorical Grants,107
20210209,2021,September,Revenues,State Categorical Grants,799
20210209,2021,September,Expenditures,Personal Service,3619
20210209,2021,September,Expenditures,Other Than Personal Service,3030
20210209,2021,September,Expenditures,Debt Service,265
20210209,2021,September,Expenditures,Capital Stabilization Reserve,0
20210209,2021,September,Expenditures,General Reserve,0
20210209,2021,September,Expenditures,Intra-City Expenses,-22
20210209,2021,October,Revenues,General Property Taxes,837
20210209,2021,October,Revenues,Other Taxes,2001
20210209,2021,October,Revenues,Miscellaneous Revenues,728
20210209,2021,October,Revenues,Unrestricted Intgvt.  Aid,0
20210209,2021,October,Revenues,Intra-City Revenue,-60
20210209,2021,October,Revenues,Disallowances,0
20210209,2021,October,Revenues,Other Categorical Grants,6
20210209,2021,October,Revenues,Inter-Fund Revenues,27
20210209,2021,October,Revenues,Federal Categorical Grants,416
20210209,2021,October,Revenues,State Categorical Grants,386
20210209,2021,October,Expenditures,Personal Service,4044
20210209,2021,October,Expenditures,Other Than Personal Service,2740
20210209,2021,October,Expenditures,Debt Service,38
20210209,2021,October,Expenditures,Capital Stabilization Reserve,0
20210209,2021,October,Expenditures,General Reserve,0
20210209,2021,October,Expenditures,Intra-City Expenses,-60
20210209,2021,November,Revenues,General Property Taxes,173
20210209,2021,November,Revenues,Other Taxes,1608
20210209,2021,November,Revenues,Miscellaneous Revenues,510
20210209,2021,November,Revenues,Unrestricted Intgvt.  Aid,0
20210209,2021,November,Revenues,Intra-City Revenue,-55
20210209,2021,November,Revenues,Disallowances,0
20210209,2021,November,Revenues,Other Categorical Grants,15
20210209,2021,November,Revenues,Inter-Fund Revenues,15
20210209,2021,November,Revenues,Federal Categorical Grants,306
20210209,2021,November,Revenues,State Categorical Grants,576
20210209,2021,November,Expenditures,Personal Service,3757
20210209,2021,November,Expenditures,Other Than Personal Service,2208
20210209,2021,November,Expenditures,Debt Service,244
20210209,2021,November,Expenditures,Capital Stabilization Reserve,0
20210209,2021,November,Expenditures,General Reserve,0
20210209,2021,November,Expenditures,Intra-City Expenses,-55
20210209,2021,December,Revenues,General Property Taxes,8135
20210209,2021,December,Revenues,Other Taxes,3326
20210209,2021,December,Revenues,Miscellaneous Revenues,457
20210209,2021,December,Revenues,Unrestricted Intgvt.  Aid,0
20210209,2021,December,Revenues,Intra-City Revenue,-101
20210209,2021,December,Revenues,Disallowances,0
20210209,2021,December,Revenues,Other Categorical Grants,29
20210209,2021,December,Revenues,Inter-Fund Revenues,27
20210209,2021,December,Revenues,Federal Categorical Grants,366
20210209,2021,December,Revenues,State Categorical Grants,1191
20210209,2021,December,Expenditures,Personal Service,3782
20210209,2021,December,Expenditures,Other Than Personal Service,1932
20210209,2021,December,Expenditures,Debt Service,-140
20210209,2021,December,Expenditures,Capital Stabilization Reserve,0
20210209,2021,December,Expenditures,General Reserve,0
20210209,2021,December,Expenditures,Intra-City Expenses,-101
20210209,2021,January,Revenues,General Property Taxes,3931
20210209,2021,January,Revenues,Other Taxes,3447
20210209,2021,January,Revenues,Miscellaneous Revenues,657
20210209,2021,January,Revenues,Unrestricted Intgvt.  Aid,0
20210209,2021,January,Revenues,Intra-City Revenue,-255
20210209,2021,January,Revenues,Disallowances,0
20210209,2021,January,Revenues,Other Categorical Grants,218
20210209,2021,January,Revenues,Inter-Fund Revenues,120
20210209,2021,January,Revenues,Federal Categorical Grants,933
20210209,2021,January,Revenues,State Categorical Grants,355
20210209,2021,January,Expenditures,Personal Service,4604
20210209,2021,January,Expenditures,Other Than Personal Service,2522
20210209,2021,January,Expenditures,Debt Service,375
20210209,2021,January,Expenditures,Capital Stabilization Reserve,0
20210209,2021,January,Expenditures,General Reserve,0
20210209,2021,January,Expenditures,Intra-City Expenses,-255
20210209,2021,February,Revenues,General Property Taxes,31
20210209,2021,February,Revenues,Other Taxes,1848
20210209,2021,February,Revenues,Miscellaneous Revenues,414
20210209,2021,February,Revenues,Unrestricted Intgvt.  Aid,0
20210209,2021,February,Revenues,Intra-City Revenue,-160
20210209,2021,February,Revenues,Disallowances,0
20210209,2021,February,Revenues,Other Categorical Grants,16
20210209,2021,February,Revenues,Inter-Fund Revenues,46
20210209,2021,February,Revenues,Federal Categorical Grants,741
20210209,2021,February,Revenues,State Categorical Grants,393
20210209,2021,February,Expenditures,Personal Service,3810
20210209,2021,February,Expenditures,Other Than Personal Service,2330
20210209,2021,February,Expenditures,Debt Service,132
20210209,2021,February,Expenditures,Capital Stabilization Reserve,0
20210209,2021,February,Expenditures,General Reserve,0
20210209,2021,February,Expenditures,Intra-City Expenses,-160
20210209,2021,March,Revenues,General Property Taxes,1244
20210209,2021,March,Revenues,Other Taxes,3110
20210209,2021,March,Revenues,Miscellaneous Revenues,534
20210209,2021,March,Revenues,Unrestricted Intgvt.  Aid,0
20210209,2021,March,Revenues,Intra-City Revenue,-190
20210209,2021,March,Revenues,Disallowances,0
20210209,2021,March,Revenues,Other Categorical Grants,110
20210209,2021,March,Revenues,Inter-Fund Revenues,85
20210209,2021,March,Revenues,Federal Categorical Grants,792
20210209,2021,March,Revenues,State Categorical Grants,4071
20210209,2021,March,Expenditures,Personal Service,3758
20210209,2021,March,Expenditures,Other Than Personal Service,2210
20210209,2021,March,Expenditures,Debt Service,135
20210209,2021,March,Expenditures,Capital Stabilization Reserve,0
20210209,2021,March,Expenditures,General Reserve,0
20210209,2021,March,Expenditures,Intra-City Expenses,-190
20210209,2021,April,Revenues,General Property Taxes,571
20210209,2021,April,Revenues,Other Taxes,3402
20210209,2021,April,Revenues,Miscellaneous Revenues,522
20210209,2021,April,Revenues,Unrestricted Intgvt.  Aid,0
20210209,2021,April,Revenues,Intra-City Revenue,-236
20210209,2021,April,Revenues,Disallowances,0
20210209,2021,April,Revenues,Other Categorical Grants,24
20210209,2021,April,Revenues,Inter-Fund Revenues,108
20210209,2021,April,Revenues,Federal Categorical Grants,847
20210209,2021,April,Revenues,State Categorical Grants,721
20210209,2021,April,Expenditures,Personal Service,3790
20210209,2021,April,Expenditures,Other Than Personal Service,2301
20210209,2021,April,Expenditures,Debt Service,57
20210209,2021,April,Expenditures,Capital Stabilization Reserve,0
20210209,2021,April,Expenditures,General Reserve,0
20210209,2021,April,Expenditures,Intra-City Expenses,-236
20210209,2021,May,Revenues,General Property Taxes,32
20210209,2021,May,Revenues,Other Taxes,1585
20210209,2021,May,Revenues,Miscellaneous Revenues,562
20210209,2021,May,Revenues,Unrestricted Intgvt.  Aid,0
20210209,2021,May,Revenues,Intra-City Revenue,-211
20210209,2021,May,Revenues,Disallowances,0
20210209,2021,May,Revenues,Other Categorical Grants,23
20210209,2021,May,Revenues,Inter-Fund Revenues,57
20210209,2021,May,Revenues,Federal Categorical Grants,1000
20210209,2021,May,Revenues,State Categorical Grants,1963
20210209,2021,May,Expenditures,Personal Service,3787
20210209,2021,May,Expenditures,Other Than Personal Service,1670
20210209,2021,May,Expenditures,Debt Service,181
20210209,2021,May,Expenditures,Capital Stabilization Reserve,0
20210209,2021,May,Expenditures,General Reserve,0
20210209,2021,May,Expenditures,Intra-City Expenses,-211
20210209,2021,June,Revenues,General Property Taxes,68
20210209,2021,June,Revenues,Other Taxes,3391
20210209,2021,June,Revenues,Miscellaneous Revenues,929
20210209,2021,June,Revenues,Unrestricted Intgvt.  Aid,0
20210209,2021,June,Revenues,Intra-City Revenue,-498
20210209,2021,June,Revenues,Disallowances,0
20210209,2021,June,Revenues,Other Categorical Grants,128
20210209,2021,June,Revenues,Inter-Fund Revenues,38
20210209,2021,June,Revenues,Federal Categorical Grants,842
20210209,2021,June,Revenues,State Categorical Grants,1270
20210209,2021,June,Expenditures,Personal Service,5184
20210209,2021,June,Expenditures,Other Than Personal Service,2632
20210209,2021,June,Expenditures,Debt Service,3692
20210209,2021,June,Expenditures,Capital Stabilization Reserve,0
20210209,2021,June,Expenditures,General Reserve,0
20210209,2021,June,Expenditures,Intra-City Expenses,-498
20210209,2021,Post June,Revenues,General Property Taxes,-81
20210209,2021,Post June,Revenues,Other Taxes,545
20210209,2021,Post June,Revenues,Miscellaneous Revenues,269
20210209,2021,Post June,Revenues,Unrestricted Intgvt.  Aid,0
20210209,2021,Post June,Revenues,Intra-City Revenue,-269
20210209,2021,Post June,Revenues,Disallowances,-15
20210209,2021,Post June,Revenues,Other Categorical Grants,445
20210209,2021,Post June,Revenues,Inter-Fund Revenues,137
20210209,2021,Post June,Revenues,Federal Categorical Grants,5143
20210209,2021,Post June,Revenues,State Categorical Grants,3376
20210209,2021,Post June,Expenditures,Personal Service,2561
20210209,2021,Post June,Expenditures,Other Than Personal Service,2467
20210209,2021,Post June,Expenditures,Debt Service,34
20210209,2021,Post June,Expenditures,Capital Stabilization Reserve,0
20210209,2021,Post June,Expenditures,General Reserve,50
20210209,2021,Post June,Expenditures,Intra-City Expenses,-269
20210311,2021,July,Revenues,General Property Taxes,14130
20210311,2021,July,Revenues,Other Taxes,1446
20210311,2021,July,Revenues,Miscellaneous Revenues,694
20210311,2021,July,Revenues,Unrestricted Intgvt.  Aid,0
20210311,2021,July,Revenues,Intra-City Revenue,-2
20210311,2021,July,Revenues,Disallowances,0
20210311,2021,July,Revenues,Other Categorical Grants,2
20210311,2021,July,Revenues,Inter-Fund Revenues,0
20210311,2021,July,Revenues,Federal Categorical Grants,66
20210311,2021,July,Revenues,State Categorical Grants,2
20210311,2021,July,Expenditures,Personal Service,2096
20210311,2021,July,Expenditures,Other Than Personal Service,11307
20210311,2021,July,Expenditures,Debt Service,837
20210311,2021,July,Expenditures,Capital Stabilization Reserve,0
20210311,2021,July,Expenditures,General Reserve,0
20210311,2021,July,Expenditures,Intra-City Expenses,-2
20210311,2021,August,Revenues,General Property Taxes,198
20210311,2021,August,Revenues,Other Taxes,1318
20210311,2021,August,Revenues,Miscellaneous Revenues,488
20210311,2021,August,Revenues,Unrestricted Intgvt.  Aid,0
20210311,2021,August,Revenues,Intra-City Revenue,-2
20210311,2021,August,Revenues,Disallowances,0
20210311,2021,August,Revenues,Other Categorical Grants,113
20210311,2021,August,Revenues,Inter-Fund Revenues,0
20210311,2021,August,Revenues,Federal Categorical Grants,307
20210311,2021,August,Revenues,State Categorical Grants,8
20210311,2021,August,Expenditures,Personal Service,3420
20210311,2021,August,Expenditures,Other Than Personal Service,5507
20210311,2021,August,Expenditures,Debt Service,146
20210311,2021,August,Expenditures,Capital Stabilization Reserve,0
20210311,2021,August,Expenditures,General Reserve,0
20210311,2021,August,Expenditures,Intra-City Expenses,-2
20210311,2021,September,Revenues,General Property Taxes,1422
20210311,2021,September,Revenues,Other Taxes,3341
20210311,2021,September,Revenues,Miscellaneous Revenues,501
20210311,2021,September,Revenues,Unrestricted Intgvt.  Aid,0
20210311,2021,September,Revenues,Intra-City Revenue,-22
20210311,2021,September,Revenues,Disallowances,0
20210311,2021,September,Revenues,Other Categorical Grants,4
20210311,2021,September,Revenues,Inter-Fund Revenues,35
20210311,2021,September,Revenues,Federal Categorical Grants,107
20210311,2021,September,Revenues,State Categorical Grants,799
20210311,2021,September,Expenditures,Personal Service,3619
20210311,2021,September,Expenditures,Other Than Personal Service,3030
20210311,2021,September,Expenditures,Debt Service,265
20210311,2021,September,Expenditures,Capital Stabilization Reserve,0
20210311,2021,September,Expenditures,General Reserve,0
20210311,2021,September,Expenditures,Intra-City Expenses,-22
20210311,2021,October,Revenues,General Property Taxes,837
20210311,2021,October,Revenues,Other Taxes,2001
20210311,2021,October,Revenues,Miscellaneous Revenues,728
20210311,2021,October,Revenues,Unrestricted Intgvt.  Aid,0
20210311,2021,October,Revenues,Intra-City Revenue,-60
20210311,2021,October,Revenues,Disallowances,0
20210311,2021,October,Revenues,Other Categorical Grants,6
20210311,2021,October,Revenues,Inter-Fund Revenues,27
20210311,2021,October,Revenues,Federal Categorical Grants,416
20210311,2021,October,Revenues,State Categorical Grants,386
20210311,2021,October,Expenditures,Personal Service,4044
20210311,2021,October,Expenditures,Other Than Personal Service,2740
20210311,2021,October,Expenditures,Debt Service,38
20210311,2021,October,Expenditures,Capital Stabilization Reserve,0
20210311,2021,October,Expenditures,General Reserve,0
20210311,2021,October,Expenditures,Intra-City Expenses,-60
20210311,2021,November,Revenues,General Property Taxes,173
20210311,2021,November,Revenues,Other Taxes,1608
20210311,2021,November,Revenues,Miscellaneous Revenues,510
20210311,2021,November,Revenues,Unrestricted Intgvt.  Aid,0
20210311,2021,November,Revenues,Intra-City Revenue,-55
20210311,2021,November,Revenues,Disallowances,0
20210311,2021,November,Revenues,Other Categorical Grants,15
20210311,2021,November,Revenues,Inter-Fund Revenues,15
20210311,2021,November,Revenues,Federal Categorical Grants,306
20210311,2021,November,Revenues,State Categorical Grants,576
20210311,2021,November,Expenditures,Personal Service,3757
20210311,2021,November,Expenditures,Other Than Personal Service,2208
20210311,2021,November,Expenditures,Debt Service,244
20210311,2021,November,Expenditures,Capital Stabilization Reserve,0
20210311,2021,November,Expenditures,General Reserve,0
20210311,2021,November,Expenditures,Intra-City Expenses,-55
20210311,2021,December,Revenues,General Property Taxes,8135
20210311,2021,December,Revenues,Other Taxes,3326
20210311,2021,December,Revenues,Miscellaneous Revenues,457
20210311,2021,December,Revenues,Unrestricted Intgvt.  Aid,0
20210311,2021,December,Revenues,Intra-City Revenue,-101
20210311,2021,December,Revenues,Disallowances,0
20210311,2021,December,Revenues,Other Categorical Grants,29
20210311,2021,December,Revenues,Inter-Fund Revenues,27
20210311,2021,December,Revenues,Federal Categorical Grants,366
20210311,2021,December,Revenues,State Categorical Grants,1191
20210311,2021,December,Expenditures,Personal Service,3782
20210311,2021,December,Expenditures,Other Than Personal Service,1932
20210311,2021,December,Expenditures,Debt Service,-140
20210311,2021,December,Expenditures,Capital Stabilization Reserve,0
20210311,2021,December,Expenditures,General Reserve,0
20210311,2021,December,Expenditures,Intra-City Expenses,-101
20210311,2021,January,Revenues,General Property Taxes,4019
20210311,2021,January,Revenues,Other Taxes,3589
20210311,2021,January,Revenues,Miscellaneous Revenues,357
20210311,2021,January,Revenues,Unrestricted Intgvt.  Aid,0
20210311,2021,January,Revenues,Intra-City Revenue,-49
20210311,2021,January,Revenues,Disallowances,0
20210311,2021,January,Revenues,Other Categorical Grants,21
20210311,2021,January,Revenues,Inter-Fund Revenues,91
20210311,2021,January,Revenues,Federal Categorical Grants,438
20210311,2021,January,Revenues,State Categorical Grants,207
20210311,2021,January,Expenditures,Personal Service,4482
20210311,2021,January,Expenditures,Other Than Personal Service,1950
20210311,2021,January,Expenditures,Debt Service,456
20210311,2021,January,Expenditures,Capital Stabilization Reserve,0
20210311,2021,January,Expenditures,General Reserve,0
20210311,2021,January,Expenditures,Intra-City Expenses,-49
20210311,2021,February,Revenues,General Property Taxes,31
20210311,2021,February,Revenues,Other Taxes,1848
20210311,2021,February,Revenues,Miscellaneous Revenues,488
20210311,2021,February,Revenues,Unrestricted Intgvt.  Aid,0
20210311,2021,February,Revenues,Intra-City Revenue,-207
20210311,2021,February,Revenues,Disallowances,0
20210311,2021,February,Revenues,Other Categorical Grants,204
20210311,2021,February,Revenues,Inter-Fund Revenues,46
20210311,2021,February,Revenues,Federal Categorical Grants,936
20210311,2021,February,Revenues,State Categorical Grants,419
20210311,2021,February,Expenditures,Personal Service,3820
20210311,2021,February,Expenditures,Other Than Personal Service,2400
20210311,2021,February,Expenditures,Debt Service,143
20210311,2021,February,Expenditures,Capital Stabilization Reserve,0
20210311,2021,February,Expenditures,General Reserve,0
20210311,2021,February,Expenditures,Intra-City Expenses,-207
20210311,2021,March,Revenues,General Property Taxes,1244
20210311,2021,March,Revenues,Other Taxes,3110
20210311,2021,March,Revenues,Miscellaneous Revenues,603
20210311,2021,March,Revenues,Unrestricted Intgvt.  Aid,0
20210311,2021,March,Revenues,Intra-City Revenue,-236
20210311,2021,March,Revenues,Disallowances,0
20210311,2021,March,Revenues,Other Categorical Grants,110
20210311,2021,March,Revenues,Inter-Fund Revenues,85
20210311,2021,March,Revenues,Federal Categorical Grants,797
20210311,2021,March,Revenues,State Categorical Grants,4101
20210311,2021,March,Expenditures,Personal Service,3748
20210311,2021,March,Expenditures,Other Than Personal Service,2399
20210311,2021,March,Expenditures,Debt Service,174
20210311,2021,March,Expenditures,Capital Stabilization Reserve,0
20210311,2021,March,Expenditures,General Reserve,0
20210311,2021,March,Expenditures,Intra-City Expenses,-236
20210311,2021,April,Revenues,General Property Taxes,571
20210311,2021,April,Revenues,Other Taxes,3402
20210311,2021,April,Revenues,Miscellaneous Revenues,632
20210311,2021,April,Revenues,Unrestricted Intgvt.  Aid,0
20210311,2021,April,Revenues,Intra-City Revenue,-282
20210311,2021,April,Revenues,Disallowances,0
20210311,2021,April,Revenues,Other Categorical Grants,24
20210311,2021,April,Revenues,Inter-Fund Revenues,108
20210311,2021,April,Revenues,Federal Categorical Grants,848
20210311,2021,April,Revenues,State Categorical Grants,743
20210311,2021,April,Expenditures,Personal Service,3775
20210311,2021,April,Expenditures,Other Than Personal Service,1996
20210311,2021,April,Expenditures,Debt Service,52
20210311,2021,April,Expenditures,Capital Stabilization Reserve,0
20210311,2021,April,Expenditures,General Reserve,0
20210311,2021,April,Expenditures,Intra-City Expenses,-282
20210311,2021,May,Revenues,General Property Taxes,32
20210311,2021,May,Revenues,Other Taxes,1585
20210311,2021,May,Revenues,Miscellaneous Revenues,603
20210311,2021,May,Revenues,Unrestricted Intgvt.  Aid,0
20210311,2021,May,Revenues,Intra-City Revenue,-257
20210311,2021,May,Revenues,Disallowances,0
20210311,2021,May,Revenues,Other Categorical Grants,23
20210311,2021,May,Revenues,Inter-Fund Revenues,57
20210311,2021,May,Revenues,Federal Categorical Grants,1006
20210311,2021,May,Revenues,State Categorical Grants,1982
20210311,2021,May,Expenditures,Personal Service,3725
20210311,2021,May,Expenditures,Other Than Personal Service,1709
20210311,2021,May,Expenditures,Debt Service,58
20210311,2021,May,Expenditures,Capital Stabilization Reserve,0
20210311,2021,May,Expenditures,General Reserve,0
20210311,2021,May,Expenditures,Intra-City Expenses,-257
20210311,2021,June,Revenues,General Property Taxes,68
20210311,2021,June,Revenues,Other Taxes,3391
20210311,2021,June,Revenues,Miscellaneous Revenues,966
20210311,2021,June,Revenues,Unrestricted Intgvt.  Aid,0
20210311,2021,June,Revenues,Intra-City Revenue,-543
20210311,2021,June,Revenues,Disallowances,0
20210311,2021,June,Revenues,Other Categorical Grants,129
20210311,2021,June,Revenues,Inter-Fund Revenues,38
20210311,2021,June,Revenues,Federal Categorical Grants,831
20210311,2021,June,Revenues,State Categorical Grants,1292
20210311,2021,June,Expenditures,Personal Service,5225
20210311,2021,June,Expenditures,Other Than Personal Service,2322
20210311,2021,June,Expenditures,Debt Service,3706
20210311,2021,June,Expenditures,Capital Stabilization Reserve,0
20210311,2021,June,Expenditures,General Reserve,0
20210311,2021,June,Expenditures,Intra-City Expenses,-543
20210311,2021,Post June,Revenues,General Property Taxes,-169
20210311,2021,Post June,Revenues,Other Taxes,403
20210311,2021,Post June,Revenues,Miscellaneous Revenues,238
20210311,2021,Post June,Revenues,Unrestricted Intgvt.  Aid,0
20210311,2021,Post June,Revenues,Intra-City Revenue,-245
20210311,2021,Post June,Revenues,Disallowances,-15
20210311,2021,Post June,Revenues,Other Categorical Grants,453
20210311,2021,Post June,Revenues,Inter-Fund Revenues,166
20210311,2021,Post June,Revenues,Federal Categorical Grants,5442
20210311,2021,Post June,Revenues,State Categorical Grants,3405
20210311,2021,Post June,Expenditures,Personal Service,2719
20210311,2021,Post June,Expenditures,Other Than Personal Service,3356
20210311,2021,Post June,Expenditures,Debt Service,17
20210311,2021,Post June,Expenditures,Capital Stabilization Reserve,0
20210311,2021,Post June,Expenditures,General Reserve,50
20210311,2021,Post June,Expenditures,Intra-City Expenses,-245
20210406,2021,July,Revenues,General Property Taxes,14130
20210406,2021,July,Revenues,Other Taxes,1446
20210406,2021,July,Revenues,Miscellaneous Revenues,694
20210406,2021,July,Revenues,Unrestricted Intgvt.  Aid,0
20210406,2021,July,Revenues,Intra-City Revenue,-2
20210406,2021,July,Revenues,Disallowances,0
20210406,2021,July,Revenues,Other Categorical Grants,2
20210406,2021,July,Revenues,Inter-Fund Revenues,0
20210406,2021,July,Revenues,Federal Categorical Grants,66
20210406,2021,July,Revenues,State Categorical Grants,2
20210406,2021,July,Expenditures,Personal Service,2096
20210406,2021,July,Expenditures,Other Than Personal Service,11307
20210406,2021,July,Expenditures,Debt Service,837
20210406,2021,July,Expenditures,Capital Stabilization Reserve,0
20210406,2021,July,Expenditures,General Reserve,0
20210406,2021,July,Expenditures,Intra-City Expenses,-2
20210406,2021,August,Revenues,General Property Taxes,198
20210406,2021,August,Revenues,Other Taxes,1318
20210406,2021,August,Revenues,Miscellaneous Revenues,488
20210406,2021,August,Revenues,Unrestricted Intgvt.  Aid,0
20210406,2021,August,Revenues,Intra-City Revenue,-2
20210406,2021,August,Revenues,Disallowances,0
20210406,2021,August,Revenues,Other Categorical Grants,113
20210406,2021,August,Revenues,Inter-Fund Revenues,0
20210406,2021,August,Revenues,Federal Categorical Grants,307
20210406,2021,August,Revenues,State Categorical Grants,8
20210406,2021,August,Expenditures,Personal Service,3420
20210406,2021,August,Expenditures,Other Than Personal Service,5507
20210406,2021,August,Expenditures,Debt Service,146
20210406,2021,August,Expenditures,Capital Stabilization Reserve,0
20210406,2021,August,Expenditures,General Reserve,0
20210406,2021,August,Expenditures,Intra-City Expenses,-2
20210406,2021,September,Revenues,General Property Taxes,1422
20210406,2021,September,Revenues,Other Taxes,3341
20210406,2021,September,Revenues,Miscellaneous Revenues,501
20210406,2021,September,Revenues,Unrestricted Intgvt.  Aid,0
20210406,2021,September,Revenues,Intra-City Revenue,-22
20210406,2021,September,Revenues,Disallowances,0
20210406,2021,September,Revenues,Other Categorical Grants,4
20210406,2021,September,Revenues,Inter-Fund Revenues,35
20210406,2021,September,Revenues,Federal Categorical Grants,107
20210406,2021,September,Revenues,State Categorical Grants,799
20210406,2021,September,Expenditures,Personal Service,3619
20210406,2021,September,Expenditures,Other Than Personal Service,3030
20210406,2021,September,Expenditures,Debt Service,265
20210406,2021,September,Expenditures,Capital Stabilization Reserve,0
20210406,2021,September,Expenditures,General Reserve,0
20210406,2021,September,Expenditures,Intra-City Expenses,-22
20210406,2021,October,Revenues,General Property Taxes,837
20210406,2021,October,Revenues,Other Taxes,2001
20210406,2021,October,Revenues,Miscellaneous Revenues,728
20210406,2021,October,Revenues,Unrestricted Intgvt.  Aid,0
20210406,2021,October,Revenues,Intra-City Revenue,-60
20210406,2021,October,Revenues,Disallowances,0
20210406,2021,October,Revenues,Other Categorical Grants,6
20210406,2021,October,Revenues,Inter-Fund Revenues,27
20210406,2021,October,Revenues,Federal Categorical Grants,416
20210406,2021,October,Revenues,State Categorical Grants,386
20210406,2021,October,Expenditures,Personal Service,4044
20210406,2021,October,Expenditures,Other Than Personal Service,2740
20210406,2021,October,Expenditures,Debt Service,38
20210406,2021,October,Expenditures,Capital Stabilization Reserve,0
20210406,2021,October,Expenditures,General Reserve,0
20210406,2021,October,Expenditures,Intra-City Expenses,-60
20210406,2021,November,Revenues,General Property Taxes,173
20210406,2021,November,Revenues,Other Taxes,1608
20210406,2021,November,Revenues,Miscellaneous Revenues,510
20210406,2021,November,Revenues,Unrestricted Intgvt.  Aid,0
20210406,2021,November,Revenues,Intra-City Revenue,-55
20210406,2021,November,Revenues,Disallowances,0
20210406,2021,November,Revenues,Other Categorical Grants,15
20210406,2021,November,Revenues,Inter-Fund Revenues,15
20210406,2021,November,Revenues,Federal Categorical Grants,306
20210406,2021,November,Revenues,State Categorical Grants,576
20210406,2021,November,Expenditures,Personal Service,3757
20210406,2021,November,Expenditures,Other Than Personal Service,2208
20210406,2021,November,Expenditures,Debt Service,244
20210406,2021,November,Expenditures,Capital Stabilization Reserve,0
20210406,2021,November,Expenditures,General Reserve,0
20210406,2021,November,Expenditures,Intra-City Expenses,-55
20210406,2021,December,Revenues,General Property Taxes,8135
20210406,2021,December,Revenues,Other Taxes,3326
20210406,2021,December,Revenues,Miscellaneous Revenues,457
20210406,2021,December,Revenues,Unrestricted Intgvt.  Aid,0
20210406,2021,December,Revenues,Intra-City Revenue,-101
20210406,2021,December,Revenues,Disallowances,0
20210406,2021,December,Revenues,Other Categorical Grants,29
20210406,2021,December,Revenues,Inter-Fund Revenues,27
20210406,2021,December,Revenues,Federal Categorical Grants,366
20210406,2021,December,Revenues,State Categorical Grants,1191
20210406,2021,December,Expenditures,Personal Service,3782
20210406,2021,December,Expenditures,Other Than Personal Service,1932
20210406,2021,December,Expenditures,Debt Service,-140
20210406,2021,December,Expenditures,Capital Stabilization Reserve,0
20210406,2021,December,Expenditures,General Reserve,0
20210406,2021,December,Expenditures,Intra-City Expenses,-101
20210406,2021,January,Revenues,General Property Taxes,4019
20210406,2021,January,Revenues,Other Taxes,3589
20210406,2021,January,Revenues,Miscellaneous Revenues,357
20210406,2021,January,Revenues,Unrestricted Intgvt.  Aid,0
20210406,2021,January,Revenues,Intra-City Revenue,-49
20210406,2021,January,Revenues,Disallowances,0
20210406,2021,January,Revenues,Other Categorical Grants,21
20210406,2021,January,Revenues,Inter-Fund Revenues,91
20210406,2021,January,Revenues,Federal Categorical Grants,438
20210406,2021,January,Revenues,State Categorical Grants,207
20210406,2021,January,Expenditures,Personal Service,4482
20210406,2021,January,Expenditures,Other Than Personal Service,1950
20210406,2021,January,Expenditures,Debt Service,456
20210406,2021,January,Expenditures,Capital Stabilization Reserve,0
20210406,2021,January,Expenditures,General Reserve,0
20210406,2021,January,Expenditures,Intra-City Expenses,-49
20210406,2021,February,Revenues,General Property Taxes,116
20210406,2021,February,Revenues,Other Taxes,2070
20210406,2021,February,Revenues,Miscellaneous Revenues,362
